PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID
322,2025-10-01,10:10:21,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,94.56,30.84,33.09,3033.41,,,,355.41,355.41,21.84,4.96,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,72be2019-4329-4bc3-b22b-082dc4756478,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:10:21,2025-10-01T10:10:21,2025-10-01T17:10:21Z,FlyBall,v3,,,,,,,,231dcdd1-3749-4cc3-b660-38b8db484b63
323,2025-10-01,10:11:03,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,86.79,-1.88,56.96,,,,,92.45,92.45,38.44,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,01404352-2596-41cf-8282-5bc8e39e1d4f,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:11:03,2025-10-01T10:11:03,2025-10-01T17:11:03Z,GroundBall,v3,,,,,,,,339789ea-c21a-453e-9a52-95fbd7ac0259
324,2025-10-01,10:11:36,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,87.77,1.31,0.51,,,,,56.68,56.68,13.95,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,7be1f681-4c8a-4f54-a01c-82ff2d0d21b7,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:11:36,2025-10-01T10:11:36,2025-10-01T17:11:36Z,GroundBall,v3,,,,,,,,63379dd2-8970-4cc4-b8db-5c6ea72dcd98
325,2025-10-01,10:12:20,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,90.88,-13.37,9.75,,,,,65.51,65.51,5.67,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,a7850fa3-c104-4ca8-b367-03339f8e2621,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:12:20,2025-10-01T10:12:20,2025-10-01T17:12:20Z,GroundBall,v3,,,,,,,,eb93d996-b69b-4920-90cf-6f8b1e473922
326,2025-10-01,10:13:03,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,91.1,8.85,26.46,3221.96,,,,129.23,129.23,25.23,3.6,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,01dea45f-55e2-4760-8f85-058c53ce028c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:13:03,2025-10-01T10:13:03,2025-10-01T17:13:03Z,LineDrive,v3,,,,,,,,f46f7aa4-25a6-496c-aa62-e4814b1d8fc6
327,2025-10-01,10:13:30,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,78.33,-11.4,-45.62,,,,,38.79,38.79,-31.66,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,2dae2f9e-c227-4722-9de4-957c869455e2,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:13:30,2025-10-01T10:13:30,2025-10-01T17:13:30Z,GroundBall,v3,,,,,,,,e1f457d5-ed8e-4e23-a23f-38944b468f9b
328,2025-10-01,10:13:53,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,77.87,6.23,-57.96,3065.1,,,,127.16,127.16,-60.0,0.3,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,75d40006-e836-4d42-8e52-4a91f317df78,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:13:53,2025-10-01T10:13:53,2025-10-01T17:13:53Z,LineDrive,v3,,,,,,,,011aa087-d055-4df1-9d15-7521a271220f
329,2025-10-01,10:14:24,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,89.44,-1.73,-5.48,,,,,134.08,134.08,-17.02,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,1a13cd3d-5756-4697-80c2-cb5b06a39e2a,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:14:24,2025-10-01T10:14:24,2025-10-01T17:14:24Z,GroundBall,v3,,,,,,,,4b6b2ad5-3d3b-4845-bd1d-b5cb8b47f812
330,2025-10-01,10:15:05,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,93.65,16.25,59.03,3017.12,,,,161.21,161.21,43.97,3.15,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,38e60a77-1bae-4c9a-8b83-e40780c31928,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:15:05,2025-10-01T10:15:05,2025-10-01T17:15:05Z,LineDrive,v3,,,,,,,,e985dc2f-5b83-43b9-9489-2026e50dbdc5
331,2025-10-01,10:15:42,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,101.68,-16.13,-7.36,,,,,99.84,99.84,-23.86,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,17d53576-6209-4110-bc1b-b17a317b8d6c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:15:42,2025-10-01T10:15:42,2025-10-01T17:15:42Z,GroundBall,v3,,,,,,,,5f2d765c-af69-4e05-8c2f-0461620c856a
332,2025-10-01,10:16:05,,,,,,,"Bennett, Cole",3000011,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,85.15,7.16,-16.05,,,,,64.91,64.91,-3.41,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,175a628b-29b2-4f79-8f31-82230ddc3cfa,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:16:05,2025-10-01T10:16:05,2025-10-01T17:16:05Z,GroundBall,v3,,,,,,,,d48c05a7-e393-46db-9504-555cdb524d2f
333,2025-10-01,10:00:20,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,88.81,31.36,-43.48,3136.33,,,,135.09,135.09,-31.46,2.81,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,5716c481-b915-4071-ac4e-75a0d1fd89d4,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:00:20,2025-10-01T10:00:20,2025-10-01T17:00:20Z,FlyBall,v3,,,,,,,,f422fe5b-8f91-4540-a544-9129ad16af1c
334,2025-10-01,10:00:55,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,93.16,19.55,-90.0,2638.05,,,,235.98,235.98,-60.0,2.65,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,f0f5b06d-1180-4dc5-8cb5-74468a45f1b7,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:00:55,2025-10-01T10:00:55,2025-10-01T17:00:55Z,LineDrive,v3,,,,,,,,cc149e98-286f-4b3b-8d7b-0eb51a6e01ae
335,2025-10-01,10:01:40,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,77.81,27.82,80.07,4232.55,,,,219.31,219.31,60.0,5.93,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,31974fca-35fd-42d0-b15d-a82994e2800e,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:01:40,2025-10-01T10:01:40,2025-10-01T17:01:40Z,FlyBall,v3,,,,,,,,e4a7a159-00b5-471a-99fc-a63c9a22de55
336,2025-10-01,10:02:18,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,95.85,0.46,-55.23,,,,,51.48,51.48,-54.35,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,7141f84c-b699-4ab7-90c6-5b5fd672142c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:02:18,2025-10-01T10:02:18,2025-10-01T17:02:18Z,GroundBall,v3,,,,,,,,6243fb39-6521-4715-a4bb-180a5e8448ae
337,2025-10-01,10:02:52,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,84.58,-8.91,-39.55,,,,,116.77,116.77,-40.24,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,c9358407-e076-4d32-a5ba-ce8c6c2e5f10,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:02:52,2025-10-01T10:02:52,2025-10-01T17:02:52Z,GroundBall,v3,,,,,,,,ba707c6f-9ab3-4817-9dff-22fddedc34a9
338,2025-10-01,10:03:24,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,80.52,-9.3,38.9,,,,,86.88,86.88,31.39,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,27c7eb56-db8c-401a-9964-d654b2d386f5,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:03:24,2025-10-01T10:03:24,2025-10-01T17:03:24Z,GroundBall,v3,,,,,,,,886cff6a-49f0-4e6a-a70b-142e7bcdeaa5
339,2025-10-01,10:04:03,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,98.0,-6.12,-15.43,,,,,77.15,77.15,-32.96,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,8ab3e26d-994c-40b4-aafa-aa24a040c618,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:04:03,2025-10-01T10:04:03,2025-10-01T17:04:03Z,GroundBall,v3,,,,,,,,6602ebe6-0e0b-4565-9d37-7a756385a73e
340,2025-10-01,10:04:31,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,101.73,61.65,-24.4,1868.33,,,,125.63,125.63,-15.83,4.3,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,7d1f0329-3f37-44d9-ac03-368f5439acaf,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:04:31,2025-10-01T10:04:31,2025-10-01T17:04:31Z,Popup,v3,,,,,,,,e47cedfc-e79d-43b6-b691-466f970be2ea
341,2025-10-01,10:05:15,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,80.17,-9.33,-46.42,,,,,51.11,51.11,-44.22,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,91479b78-06f6-43a4-94fb-bf2848ddbe50,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:05:15,2025-10-01T10:05:15,2025-10-01T17:05:15Z,GroundBall,v3,,,,,,,,4245cc39-69e9-4d8b-90a9-e1356a28160a
342,2025-10-01,10:05:41,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,80.39,31.18,49.78,3071.3,,,,235.16,235.16,38.27,2.57,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,c573640c-45cd-42b1-9458-c1e5ba7419f4,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:05:41,2025-10-01T10:05:41,2025-10-01T17:05:41Z,FlyBall,v3,,,,,,,,4f3b927a-de0e-49f9-9d1f-cad939f6d058
343,2025-10-01,10:06:16,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,89.76,-10.58,13.75,,,,,73.47,73.47,11.6,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,861ddcfa-7920-43b4-a523-2f8cbae844a0,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:06:16,2025-10-01T10:06:16,2025-10-01T17:06:16Z,GroundBall,v3,,,,,,,,32cceb1d-2021-443a-be93-04421a78b04f
344,2025-10-01,10:06:41,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,82.21,9.37,-27.5,4611.79,,,,188.2,188.2,-30.48,6.21,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,8d487f88-aa6d-4199-8340-a125c31a7432,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:06:41,2025-10-01T10:06:41,2025-10-01T17:06:41Z,LineDrive,v3,,,,,,,,978358a1-0c5c-4ed4-b68c-e3a44b147585
345,2025-10-01,10:07:11,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,104.36,35.33,69.89,2918.81,,,,158.2,158.2,56.99,3.18,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,89f5d85d-2d78-4472-8064-24d5195099ac,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:07:11,2025-10-01T10:07:11,2025-10-01T17:07:11Z,FlyBall,v3,,,,,,,,258ab9b6-941f-4636-b1a8-d8e0dde2d17b
346,2025-10-01,10:07:46,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,Popup,Undefined,,,,,,,,,,,,,,,,,,,,,,98.45,58.36,-39.46,1893.17,,,,36.9,36.9,-26.91,2.18,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,012c513a-d781-4fe5-b6ae-89e519c64535,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:07:46,2025-10-01T10:07:46,2025-10-01T17:07:46Z,Popup,v3,,,,,,,,0f9ddbaa-37be-4ae4-bc50-6425a939b0ac
347,2025-10-01,10:08:13,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,95.27,-7.19,-0.53,,,,,61.7,61.7,5.56,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,209c8b1f-013a-42f4-934f-61f824c34d36,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:08:13,2025-10-01T10:08:13,2025-10-01T17:08:13Z,GroundBall,v3,,,,,,,,7e9bed21-4307-476a-a502-41c0be3b177f
348,2025-10-01,10:08:44,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,98.28,19.3,26.51,2512.64,,,,184.82,184.82,43.43,2.28,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,cc0a842f-6ddc-4603-8b49-8c09eb0f8c0f,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:08:44,2025-10-01T10:08:44,2025-10-01T17:08:44Z,LineDrive,v3,,,,,,,,fa33364b-c6dd-4505-b0a0-0ced626ebd41
349,2025-10-01,10:09:19,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,80.28,-8.41,-86.02,,,,,51.29,51.29,-60.0,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,adb47d44-3fc8-49b1-82ce-518b69935e4c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:09:19,2025-10-01T10:09:19,2025-10-01T17:09:19Z,GroundBall,v3,,,,,,,,75bcb5b4-3699-47d5-b0f9-a60218ffdb5a
350,2025-10-01,10:09:58,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,102.75,2.85,5.32,,,,,68.16,68.16,-2.2,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,8e10a676-d829-4f6a-9723-a69cff40047c,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:09:58,2025-10-01T10:09:58,2025-10-01T17:09:58Z,GroundBall,v3,,,,,,,,b90943db-fabe-42f6-a86d-73fb531253bc
351,2025-10-01,10:10:30,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,LineDrive,Undefined,,,,,,,,,,,,,,,,,,,,,,86.53,10.33,-26.17,2810.05,,,,200.21,200.21,-27.54,4.57,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4cae6c8b-43e1-40d4-a6b7-f4ca710e1931,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:10:30,2025-10-01T10:10:30,2025-10-01T17:10:30Z,LineDrive,v3,,,,,,,,c510e478-e453-4186-8302-e4f403f5720a
352,2025-10-01,10:11:04,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,88.94,-9.24,-11.4,,,,,84.96,84.96,-7.45,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,1c84158f-27a6-4be4-80b0-67baa6b860b1,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:11:04,2025-10-01T10:11:04,2025-10-01T17:11:04Z,GroundBall,v3,,,,,,,,c1312ac2-65c8-47ad-ba5d-9a9e7e1c839a
353,2025-10-01,10:11:25,,,,,,,"Morales, Diego",3000012,Left,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,90.82,-0.14,14.81,,,,,71.05,71.05,24.15,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,b5869730-9b80-46f2-9e17-ddda4bb09966,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:11:25,2025-10-01T10:11:25,2025-10-01T17:11:25Z,GroundBall,v3,,,,,,,,1e7098b1-a78a-4f02-95ee-5370428c8820
354,2025-10-01,10:00:30,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,89.1,-12.17,-13.28,,,,,103.16,103.16,-22.66,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,72180445-0d29-425c-8193-80ba31a3712e,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:00:30,2025-10-01T10:00:30,2025-10-01T17:00:30Z,GroundBall,v3,,,,,,,,a9561b6f-407f-467e-ab53-b9692de869da
355,2025-10-01,10:01:04,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,83.74,-7.29,22.2,,,,,49.22,49.22,8.14,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,3138b777-78b5-447c-9225-dead7a03f7a3,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:01:04,2025-10-01T10:01:04,2025-10-01T17:01:04Z,GroundBall,v3,,,,,,,,2c2b975d-0b44-4b9e-ae44-dc603f485827
356,2025-10-01,10:01:46,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,89.92,27.06,36.97,2177.69,,,,362.53,362.53,33.2,2.45,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,3b5d67a9-db13-4920-84ba-c2f00f777d1d,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:01:46,2025-10-01T10:01:46,2025-10-01T17:01:46Z,FlyBall,v3,,,,,,,,3ab6840f-a3f6-4f56-a5b5-0eba80827236
357,2025-10-01,10:02:31,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,83.96,-7.69,-34.86,,,,,42.38,42.38,-19.98,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,4a8f9257-24e3-471c-9206-4a06305a7477,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:02:31,2025-10-01T10:02:31,2025-10-01T17:02:31Z,GroundBall,v3,,,,,,,,b184f361-ebd2-4f04-8c55-797905bbd63a
358,2025-10-01,10:02:54,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,FlyBall,Undefined,,,,,,,,,,,,,,,,,,,,,,86.73,33.77,-90.0,2489.37,,,,264.97,264.97,-60.0,2.99,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,ddb7b6cb-701f-43fa-aac4-7c09f6323eef,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:02:54,2025-10-01T10:02:54,2025-10-01T17:02:54Z,FlyBall,v3,,,,,,,,9ddcc7ee-77ef-4549-9216-2d5bc522d564
359,2025-10-01,10:03:24,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,78.95,-6.96,-3.69,,,,,123.34,123.34,-6.85,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,7ff0aff3-f81f-4730-a77b-83d2e05576a8,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:03:24,2025-10-01T10:03:24,2025-10-01T17:03:24Z,GroundBall,v3,,,,,,,,25ce9037-373d-460c-b9bf-2657a3507274
360,2025-10-01,10:03:44,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,88.53,-20.0,-58.32,,,,,84.53,84.53,-44.81,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,8502c253-874a-47a7-9ab3-61ad457c1316,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:03:44,2025-10-01T10:03:44,2025-10-01T17:03:44Z,GroundBall,v3,,,,,,,,1bb5b01d-56a9-473f-9b4f-860a5471fe46
361,2025-10-01,10:04:17,,,,,,,"Cooper, Trent",3000013,Right,MOC_SAN,Undefined,,,,,,Undefined,,InPlay,Undefined,GroundBall,Undefined,,,,,,,,,,,,,,,,,,,,,,82.32,-5.77,-27.27,,,,,86.51,86.51,-21.34,,,,,,,,,,,,,MOC_SAN,,MockField,JUCO,NJCAA,20251001-MockField-BP-1,487b485d-f8a2-4301-94bf-5483a660e22d,,,,,,,,,,,07493f2a-6dd6-432d-bd16-8a402bc70b17,2025-10-01,17:04:17,2025-10-01T10:04:17,2025-10-01T17:04:17Z,GroundBall,v3,,,,,,,,b4fb5507-56bd-419d-b58a-22146457d856
